customer_id,product_id,transaction_type,category,amount,purchase_date,payment_mode
8318863,555776,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
14091048,1272132,Luxury Shopping,Gucci,17989,4/26/2023,Amex Platinum
6681856,723416,Marketing Spend,New Flagship Stores,38295,1/1/2023,Corporate credit card
11780779,14142589,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
2615650,16533709,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
81544,13095535,Coffee & Eatout,Starbucks,1299,1/21/2023,Amex Platinum
7118040,10333662,Coffee & Eatout,Starbucks,1299,1/23/2023,Amex Platinum
2961642,2685938,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
4108609,12065249,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
11419701,2399709,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
1601224,6015180,Coffee & Eatout,Starbucks,1299,3/17/2023,Amex Platinum
399933,2040726,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
11704504,13821198,Technology Investment,Gucci,50696,4/4/2023,Corporate credit card
15274541,6490923,Marketing Spend,New Flagship Stores,38311,1/1/2023,Amex Platinum
5128926,9474593,Luxury Shopping,Gucci,50696,6/15/2023,Corporate credit card
16288500,1175915,Coffee & Eatout,Starbucks,1299,4/24/2023,Corporate credit card
11107193,2428831,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
9890144,14914101,Luxury Shopping,Gucci,17990,1/1/2023,Amex Platinum
12131405,6381968,Technology Investment,IPhone,18018,1/1/2023,Corporate credit card
14054938,13272033,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
16615466,3760505,Coffee & Eatout,Starbucks,1299,3/14/2023,Corporate credit card
4712918,2528133,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
13179157,9555038,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
2109807,15625975,Coffee & Eatout,Starbucks,1299,1/26/2023,Corporate credit card
11306048,2605992,Luxury Shopping,Gucci,18033,1/1/2023,Amex Platinum
9906369,15136502,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
8666607,13991561,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
2267010,10443720,Coffee & Eatout,Starbucks,1299,6/15/2023,Amex Platinum
15988373,10262253,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
2188102,12388814,Coffee & Eatout,Starbucks,1299,6/15/2023,Amex Platinum
2748590,12368041,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
3841351,9387749,Coffee & Eatout,Starbucks,1299,1/31/2023,Corporate credit card
16101968,15068464,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
14117570,13106731,Luxury Shopping,IPhone,50696,1/1/2023,Amex Platinum
15238155,300624,Technology Investment,Gucci,50696,1/1/2023,Corporate credit card
15305578,6539558,Luxury Shopping,Gucci,50696,1/1/2023,Corporate credit card
7114266,2121062,Marketing Spend,New Flagship Stores,38312,1/1/2023,Amex Platinum
3524006,1930288,Technology Investment,Gucci,50696,1/1/2023,Amex Platinum
13536668,14006677,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
12035446,849200,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
14467847,4301529,Marketing Spend,New Flagship Stores,38331,1/1/2023,Corporate credit card
9216838,2226520,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
8151119,15167961,Technology Investment,IPhone,50696,3/21/2023,Corporate credit card
11581936,15671201,Marketing Spend,New Flagship Stores,38337,1/1/2023,Corporate credit card
1814194,9119699,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
27204,3278733,Coffee & Eatout,Starbucks,1299,2/25/2023,Corporate credit card
13219357,5821448,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
7771310,13926680,Luxury Shopping,IPhone,50696,1/1/2023,Corporate credit card
7427410,15084490,Coffee & Eatout,Starbucks,1299,2/14/2023,Corporate credit card
11812303,7992957,Technology Investment,Gucci,50696,1/1/2023,Amex Platinum
15781385,14305043,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
11592310,10158864,Marketing Spend,New Flagship Stores,38351,1/1/2023,Amex Platinum
7535645,7471818,Marketing Spend,New Flagship Stores,38366,1/1/2023,Corporate credit card
7679479,8078746,Technology Investment,Gucci,50696,1/1/2023,Corporate credit card
7893761,13146499,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
2295008,12224988,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
6279944,1456162,Coffee & Eatout,Starbucks,1299,5/22/2023,Corporate credit card
9412497,441059,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
6547038,1420499,Marketing Spend,New Flagship Stores,38414,1/1/2023,Amex Platinum
6575315,8540081,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
4219627,6954347,Coffee & Eatout,Starbucks,1299,2/3/2023,Corporate credit card
14972465,16541270,Technology Investment,Gucci,50696,1/1/2023,Amex Platinum
6347140,3429307,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
7749714,5969484,Coffee & Eatout,Starbucks,1299,3/28/2023,Corporate credit card
851837,3153770,Marketing Spend,New Flagship Stores,38426,1/1/2023,Amex Platinum
6326784,13840969,Marketing Spend,New Flagship Stores,38426,1/1/2023,Amex Platinum
539440,8232215,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
13109548,10715893,Coffee & Eatout,Starbucks,1299,2/10/2023,Amex Platinum
7155198,4975395,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
9924431,3756216,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
8767365,1258988,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
15775365,1351767,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
11507155,16395120,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
14879533,7139407,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
2685505,14248677,Marketing Spend,New Flagship Stores,38433,1/1/2023,Amex Platinum
7069074,10736446,Luxury Shopping,Gucci,18044,1/1/2023,Amex Platinum
4162715,1482901,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
1379592,9548342,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
289583,7276480,Luxury Shopping,Gucci,18045,1/1/2023,Amex Platinum
9335448,3985440,Technology Investment,IPhone,18052,1/1/2023,Corporate credit card
14736069,9394848,Marketing Spend,New Flagship Stores,38442,3/7/2023,Corporate credit card
14445589,12305620,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
2469183,9487304,Coffee & Eatout,Starbucks,1299,6/15/2023,Amex Platinum
16102904,14157701,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
10706711,3457519,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
7168457,2527089,Coffee & Eatout,Starbucks,1299,2/19/2023,Amex Platinum
8542241,12880136,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
5422825,5642327,Coffee & Eatout,Starbucks,1299,4/18/2023,Amex Platinum
14124597,2233820,Technology Investment,IPhone,18054,1/1/2023,Corporate credit card
12077439,7692338,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
1692599,16655202,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
13616332,660725,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
10138621,6617592,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
7145882,553301,Marketing Spend,New Flagship Stores,38450,1/1/2023,Corporate credit card
8290492,5683814,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
9256709,2187139,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
13611763,6628633,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
1153705,2554016,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
3781467,13293245,Marketing Spend,New Flagship Stores,38460,6/15/2023,Amex Platinum
11532358,5734572,Luxury Shopping,IPhone,50696,1/1/2023,Corporate credit card
687753,2613888,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
12887615,13478396,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
14361134,8213634,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
15105887,4177435,Coffee & Eatout,Starbucks,1299,4/25/2023,Amex Platinum
6062736,12959194,Marketing Spend,New Flagship Stores,38501,1/1/2023,Amex Platinum
4154457,10932423,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
7488704,3695894,Coffee & Eatout,Starbucks,1299,1/12/2023,Amex Platinum
8067403,10916290,Coffee & Eatout,Starbucks,1299,6/15/2023,Amex Platinum
6874139,2378726,Marketing Spend,New Flagship Stores,38507,3/13/2023,Corporate credit card
16092016,10848538,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
10104899,14836247,Coffee & Eatout,Starbucks,1299,6/15/2023,Amex Platinum
7050329,9091093,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
8879013,8337882,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
8935095,5393083,Luxury Shopping,Gucci,18059,1/1/2023,Amex Platinum
9160046,11788163,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
15979928,4734113,Coffee & Eatout,Starbucks,1299,3/7/2023,Corporate credit card
5879266,13999602,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
11844752,8019005,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
14296639,64536,Coffee & Eatout,Starbucks,1299,6/15/2023,Amex Platinum
7456789,10976046,Coffee & Eatout,Starbucks,1299,5/18/2023,Amex Platinum
12468870,7047402,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
2094694,3218636,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
16279366,6864514,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
6367125,4890346,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
10514560,15849159,Coffee & Eatout,Starbucks,1299,4/18/2023,Corporate credit card
9833944,12384111,Marketing Spend,New Flagship Stores,38510,1/1/2023,Corporate credit card
16621248,7477759,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
1983008,13062833,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
5963184,7878001,Luxury Shopping,Gucci,18059,1/1/2023,Amex Platinum
7266694,16436558,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
110733,883557,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
2204961,5037167,Coffee & Eatout,Starbucks,1299,1/13/2023,Corporate credit card
9045020,14127544,Marketing Spend,New Flagship Stores,38555,3/22/2023,Amex Platinum
2766815,176371,Coffee & Eatout,Starbucks,1299,1/21/2023,Corporate credit card
362661,6700352,Technology Investment,Gucci,50696,6/15/2023,Amex Platinum
7396667,10588804,Coffee & Eatout,Starbucks,1299,2/13/2023,Corporate credit card
16524223,9888239,Marketing Spend,New Flagship Stores,38570,1/1/2023,Amex Platinum
1074400,12652042,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
7044563,15626043,Technology Investment,IPhone,18060,1/1/2023,Corporate credit card
14776757,15220917,Technology Investment,IPhone,18104,1/8/2023,Corporate credit card
15660137,7227378,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
7218426,6977637,Coffee & Eatout,Starbucks,1299,6/15/2023,Amex Platinum
2079363,8800680,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
6947656,5398796,Coffee & Eatout,Starbucks,1299,5/5/2023,Corporate credit card
4245555,14013540,Luxury Shopping,Gucci,18111,1/1/2023,Amex Platinum
13907564,2809273,Luxury Shopping,Gucci,18124,1/1/2023,Amex Platinum
8639190,4767658,Coffee & Eatout,Starbucks,1299,4/18/2023,Corporate credit card
14132131,3462997,Marketing Spend,New Flagship Stores,38577,1/1/2023,Amex Platinum
1000815,8109906,Technology Investment,Gucci,50696,3/7/2023,Amex Platinum
15253375,3108832,Luxury Shopping,Gucci,18132,6/15/2023,Amex Platinum
2283341,11378118,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
705948,15724645,Luxury Shopping,Gucci,50224,2/5/2023,Amex Platinum
6881543,7781738,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
284330,457008,Technology Investment,IPhone,50696,6/15/2023,Amex Platinum
2862462,2506921,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
3609242,973504,Coffee & Eatout,Starbucks,1299,1/14/2023,Corporate credit card
907414,5559377,Coffee & Eatout,Starbucks,1299,2/8/2023,Amex Platinum
1308836,4002500,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
7950001,3979701,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
6015460,3616960,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
5515075,2767481,Luxury Shopping,Gucci,18138,6/15/2023,Corporate credit card
1265766,1094033,Coffee & Eatout,Starbucks,1299,5/18/2023,Corporate credit card
12074966,10986065,Coffee & Eatout,Starbucks,1299,1/20/2023,Amex Platinum
15747841,2959455,Coffee & Eatout,Starbucks,1299,2/4/2023,Amex Platinum
10760730,4045138,Technology Investment,Gucci,18151,1/28/2023,Corporate credit card
11614643,3367218,Marketing Spend,New Flagship Stores,38586,4/25/2023,Corporate credit card
7946388,465892,Technology Investment,IPhone,50696,1/1/2023,Corporate credit card
8911331,6517318,Coffee & Eatout,Starbucks,1299,2/27/2023,Corporate credit card
1844689,9391610,Coffee & Eatout,Starbucks,1299,1/14/2023,Corporate credit card
983004,8242614,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
4347000,9660855,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
4329035,5993332,Coffee & Eatout,Starbucks,1299,6/15/2023,Amex Platinum
10839647,13365669,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
9076436,1346297,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
11432214,11287093,Coffee & Eatout,Starbucks,1299,1/13/2023,Corporate credit card
672718,1109953,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
6716028,10652886,Luxury Shopping,Gucci,18155,1/11/2023,Amex Platinum
2117561,5243365,Coffee & Eatout,Starbucks,1299,3/28/2023,Amex Platinum
13280881,1984719,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
15403809,5122017,Luxury Shopping,Gucci,50696,6/15/2023,Amex Platinum
10171129,8154508,Marketing Spend,New Flagship Stores,38624,1/1/2023,Amex Platinum
9153289,13363299,Luxury Shopping,Gucci,18189,1/1/2023,Amex Platinum
4994727,14521287,Coffee & Eatout,Starbucks,1299,6/15/2023,Amex Platinum
8149207,12325317,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
16222107,3542478,Coffee & Eatout,Starbucks,1299,4/5/2023,Corporate credit card
2748808,3260905,Luxury Shopping,Gucci,18223,1/1/2023,Amex Platinum
13844147,10373882,Coffee & Eatout,Starbucks,1299,2/18/2023,Amex Platinum
364913,10814569,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
5522259,2793201,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
14804553,12193598,Marketing Spend,New Flagship Stores,38625,5/14/2023,Amex Platinum
10392993,13482882,Luxury Shopping,Gucci,18228,2/11/2023,Corporate credit card
13690400,2650650,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
12676017,6549501,Luxury Shopping,Gucci,18260,1/1/2023,Amex Platinum
1518391,8986433,Technology Investment,IPhone,18261,5/30/2023,Corporate credit card
3563215,2461372,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
3905868,14983411,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
14141564,13755301,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
197340,1730480,Technology Investment,IPhone,18271,1/1/2023,Amex Platinum
1563873,6549950,Coffee & Eatout,Starbucks,1299,1/24/2023,Corporate credit card
5062384,8676449,Coffee & Eatout,Starbucks,1299,5/20/2023,Corporate credit card
4916537,11072573,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
2060370,3563195,Coffee & Eatout,Starbucks,1299,5/5/2023,Corporate credit card
9220729,9780384,Coffee & Eatout,Starbucks,1299,3/10/2023,Amex Platinum
8673540,12826471,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
6278703,2401088,Luxury Shopping,Gucci,18303,1/1/2023,Corporate credit card
13185644,4012145,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
911354,5205994,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
3906858,1187792,Coffee & Eatout,Starbucks,1299,6/15/2023,Amex Platinum
13636296,204908,Coffee & Eatout,Starbucks,1299,5/18/2023,Corporate credit card
15679090,8245081,Luxury Shopping,IPhone,18304,6/15/2023,Corporate credit card
2625827,13859792,Coffee & Eatout,Starbucks,1299,1/10/2023,Corporate credit card
108110,4635285,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
16055104,8302898,Technology Investment,Gucci,18305,6/2/2023,Amex Platinum
7527320,3050034,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
2104526,3075755,Marketing Spend,New Flagship Stores,38656,5/2/2023,Amex Platinum
15363821,14628314,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
7856230,8832731,Luxury Shopping,IPhone,50696,1/1/2023,Amex Platinum
7543671,262703,Luxury Shopping,IPhone,50696,5/17/2023,Amex Platinum
11747676,11779881,Marketing Spend,New Flagship Stores,38673,1/1/2023,Corporate credit card
14592989,6801141,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
3216810,12055346,Marketing Spend,New Flagship Stores,38693,1/1/2023,Amex Platinum
11126636,6999737,Coffee & Eatout,Starbucks,1299,1/4/2023,Amex Platinum
9529087,16439505,Coffee & Eatout,Starbucks,1299,3/12/2023,Amex Platinum
8316363,8762472,Coffee & Eatout,Starbucks,1299,2/2/2023,Amex Platinum
6085383,7023389,Luxury Shopping,IPhone,50696,1/1/2023,Corporate credit card
14034720,10909606,Coffee & Eatout,Starbucks,1299,6/15/2023,Amex Platinum
1914451,5553667,Technology Investment,Gucci,50696,1/1/2023,Amex Platinum
10204185,10705157,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
15224497,9785740,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
2275109,13425845,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
4747426,15831492,Coffee & Eatout,Starbucks,1299,1/7/2023,Corporate credit card
5461193,11685448,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
10851931,3052227,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
2784802,11377751,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
8420636,8687297,Marketing Spend,New Flagship Stores,38695,4/23/2023,Corporate credit card
4766471,8443734,Marketing Spend,New Flagship Stores,38696,1/4/2023,Corporate credit card
7504881,2744677,Luxury Shopping,Gucci,50577,1/1/2023,Amex Platinum
4158776,14795701,Marketing Spend,New Flagship Stores,38719,1/1/2023,Corporate credit card
11171629,12134057,Luxury Shopping,Gucci,18308,1/1/2023,Amex Platinum
13138171,13134362,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
2320383,15173255,Coffee & Eatout,Starbucks,1299,1/22/2023,Amex Platinum
7662448,2144324,Marketing Spend,New Flagship Stores,38727,1/1/2023,Corporate credit card
5123060,9216783,Marketing Spend,New Flagship Stores,38738,4/22/2023,Amex Platinum
4163145,14318366,Technology Investment,IPhone,18317,6/15/2023,Corporate credit card
10411743,2396712,Luxury Shopping,Gucci,18350,1/1/2023,Amex Platinum
2792349,220051,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
2872528,4445923,Coffee & Eatout,Starbucks,1299,4/8/2023,Amex Platinum
6275767,14767805,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
7685189,11285541,Coffee & Eatout,Starbucks,1299,6/15/2023,Amex Platinum
16183336,284046,Coffee & Eatout,Starbucks,1299,6/15/2023,Amex Platinum
1304944,3572168,Luxury Shopping,Gucci,50696,1/11/2023,Amex Platinum
16296417,15746920,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
10468944,11499497,Technology Investment,IPhone,18377,1/25/2023,Corporate credit card
9836309,15019658,Coffee & Eatout,Starbucks,1299,4/11/2023,Amex Platinum
15498718,1180391,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
9868445,2113485,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
11063354,13883747,Coffee & Eatout,Starbucks,1299,2/21/2023,Corporate credit card
5665277,14616719,Luxury Shopping,Gucci,18378,1/1/2023,Corporate credit card
15958858,16299294,Luxury Shopping,Gucci,50696,2/20/2023,Amex Platinum
13996771,4399271,Marketing Spend,New Flagship Stores,38773,2/25/2023,Corporate credit card
13264354,7639433,Coffee & Eatout,Starbucks,1299,5/8/2023,Corporate credit card
9408183,1346856,Technology Investment,IPhone,50696,2/6/2023,Corporate credit card
16346678,781451,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
5804059,4137664,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
9959090,13310933,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
4319026,10742342,Marketing Spend,New Flagship Stores,38793,1/1/2023,Amex Platinum
8162382,2387821,Coffee & Eatout,Starbucks,1299,5/8/2023,Corporate credit card
10498908,10233348,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
14877988,6211297,Technology Investment,IPhone,18382,4/2/2023,Corporate credit card
3156550,5593098,Technology Investment,IPhone,50696,1/1/2023,Corporate credit card
16726598,8418213,Coffee & Eatout,Starbucks,1299,3/18/2023,Corporate credit card
10761482,12631951,Coffee & Eatout,Starbucks,1299,5/11/2023,Amex Platinum
13928523,8220069,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
3613619,878343,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
1448695,10762889,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
7150399,4240921,Coffee & Eatout,Starbucks,1299,3/10/2023,Corporate credit card
1749002,13399570,Coffee & Eatout,Starbucks,1299,3/17/2023,Corporate credit card
5018506,15771425,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
8179168,23614,Technology Investment,IPhone,18385,1/1/2023,Amex Platinum
12786874,4343843,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
8408488,8717094,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
6583566,14307070,Marketing Spend,New Flagship Stores,38818,1/1/2023,Corporate credit card
4954219,7697053,Coffee & Eatout,Starbucks,1299,2/3/2023,Amex Platinum
5206337,9354252,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
7952377,8840981,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
809346,6685867,Technology Investment,Gucci,18416,1/1/2023,Amex Platinum
8585658,6172083,Coffee & Eatout,Starbucks,1299,4/2/2023,Corporate credit card
5849743,12097773,Technology Investment,IPhone,50696,1/1/2023,Amex Platinum
785186,15947500,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
12027895,12967581,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
6141054,13755492,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
461234,3049629,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
11926762,5013027,Marketing Spend,New Flagship Stores,38826,1/1/2023,Corporate credit card
11066839,7696176,Marketing Spend,New Flagship Stores,38829,1/1/2023,Amex Platinum
258609,7462910,Coffee & Eatout,Starbucks,1299,4/13/2023,Corporate credit card
12669931,6655147,Luxury Shopping,Gucci,18417,1/1/2023,Amex Platinum
518294,8775547,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
5496395,7248234,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
3312894,4471051,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
2051539,12509433,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
3568333,8407558,Coffee & Eatout,Starbucks,1299,1/8/2023,Corporate credit card
10102437,16161417,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
147691,12739630,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
2861200,15134562,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
7602422,7451155,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
5803873,9269192,Coffee & Eatout,Starbucks,1299,6/1/2023,Corporate credit card
7074288,8370559,Luxury Shopping,IPhone,50696,6/15/2023,Amex Platinum
1653881,11157112,Luxury Shopping,Gucci,50696,1/1/2023,Amex Platinum
15885062,9232783,Coffee & Eatout,Starbucks,1299,2/1/2023,Amex Platinum
9137562,15080926,Marketing Spend,New Flagship Stores,38835,6/15/2023,Corporate credit card
342746,16563909,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
12065337,1159560,Technology Investment,Gucci,18426,2/20/2023,Corporate credit card
10465053,12440104,Coffee & Eatout,Starbucks,1299,2/18/2023,Amex Platinum
4545756,5982011,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
15863218,8247687,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
5851602,12331237,Technology Investment,IPhone,18437,4/10/2023,Corporate credit card
15692552,475613,Luxury Shopping,Gucci,18453,2/28/2023,Amex Platinum
3400223,13129398,Marketing Spend,New Flagship Stores,38869,1/5/2023,Corporate credit card
495978,7446429,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
16528894,5202665,Coffee & Eatout,Starbucks,1299,2/8/2023,Corporate credit card
642412,5662776,Coffee & Eatout,Starbucks,1299,6/1/2023,Corporate credit card
5493730,12194836,Marketing Spend,New Flagship Stores,38871,1/1/2023,Amex Platinum
15546615,6662704,Luxury Shopping,Gucci,50696,2/15/2023,Corporate credit card
13420250,10106322,Coffee & Eatout,Starbucks,1299,6/15/2023,Corporate credit card
14075219,11952450,Luxury Shopping,Gucci,18460,1/1/2023,Amex Platinum
15855936,2343443,Luxury Shopping,IPhone,18477,1/1/2023,Corporate credit card
8963751,4510481,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
6957056,12913647,Technology Investment,Gucci,50696,1/1/2023,Amex Platinum
10067426,12404623,Technology Investment,IPhone,50696,5/10/2023,Corporate credit card
13310602,16765744,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
11240872,6160167,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
12820306,8730065,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
3797208,15206750,Coffee & Eatout,Starbucks,1299,5/8/2023,Amex Platinum
8757893,2334360,Marketing Spend,New Flagship Stores,38871,1/1/2023,Amex Platinum
11080406,6315959,Marketing Spend,New Flagship Stores,38888,2/27/2023,Amex Platinum
1242587,7098597,Coffee & Eatout,Starbucks,1299,1/1/2023,Amex Platinum
13325759,9692626,Technology Investment,IPhone,50696,1/1/2023,Corporate credit card
2216475,13155615,Coffee & Eatout,Starbucks,1299,1/1/2023,Corporate credit card
